,player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
1644,Petr Prucha,PETR.PRUCHA,8470072,1982-09-14,26.0,R,F,R,NYR,20082009,R,28.0,20.1,0.72,11.4,0.0,0.0,0.0,0.0,3.0,4.0,4.0
1645,Petr Sykora,PETR.SYKORA,8460465,1976-11-19,31.0,R,F,L,PIT,20082009,R,76.0,281.52,3.7,53.95,13.0,6.0,0.0,19.0,60.0,76.0,94.0
1646,Petr Vrana,PETR.VRANA,8470635,1985-03-29,23.0,C,F,L,N.J,20082009,R,16.0,8.88,0.56,8.61,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1647,Petteri Nokelainen,PETTERI.NOKELAINEN,8471229,1986-01-16,22.0,C,F,R,ANA,20082009,R,17.0,4.1,0.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,Petteri Nokelainen,PETTERI.NOKELAINEN,8471229,1986-01-16,22.0,C,F,R,BOS,20082009,R,33.0,1.6,0.05,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Phil Kessel,PHIL.KESSEL,8473548,1987-10-02,20.0,C,F,R,BOS,20082009,R,69.0,164.27,2.38,38.58,8.0,0.0,7.0,15.0,39.0,54.0,69.0
1650,Phil Oreskovic,PHIL.ORESKOVIC,8471746,1987-01-26,21.0,D,D,R,TOR,20082009,R,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,Philippe Boucher,PHILIPPE.BOUCHER,8458527,1973-03-24,35.0,D,D,R,DAL,20082009,R,16.0,31.73,1.98,24.9,0.0,0.0,2.0,2.0,4.0,6.0,8.0
1652,Philippe Boucher,PHILIPPE.BOUCHER,8458527,1973-03-24,35.0,D,D,R,PIT,20082009,R,25.0,63.25,2.53,36.76,0.0,1.0,0.0,1.0,11.0,17.0,21.0
1653,Philippe Dupuis,PHILIPPE.DUPUIS,8470697,1985-04-24,23.0,C,F,R,COL,20082009,R,8.0,0.15,0.02,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,Pierre-Luc Letourneau-Leblond,PIERRE-LUC.LETOURNEAU-LEBLOND,8471428,1985-06-04,23.0,R,F,L,N.J,20082009,R,8.0,0.65,0.08,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,Pierre-Marc Bouchard,PIERRE-MARC.BOUCHARD,8470153,1984-04-27,24.0,C,F,L,MIN,20082009,R,70.0,227.0,3.24,51.44,2.0,6.0,8.0,16.0,28.0,39.0,45.0
1656,Quintin Laing,QUINTIN.LAING,8466232,1979-06-08,29.0,L,F,L,WSH,20082009,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,R.J. Umberger,R.J..UMBERGER,8469469,1982-05-03,26.0,C,F,L,CBJ,20082009,R,80.0,234.78,2.93,45.23,9.0,2.0,0.0,11.0,59.0,77.0,82.0
1658,Radek Bonk,RADEK.BONK,8460105,1976-01-09,32.0,C,F,L,NSH,20082009,R,66.0,150.03,2.27,35.88,6.0,4.0,0.0,10.0,21.0,25.0,25.0
1659,Radek Dvorak,RADEK.DVORAK,8462041,1977-03-09,31.0,R,F,R,FLA,20082009,R,79.0,39.25,0.5,7.76,0.0,0.0,0.0,0.0,3.0,10.0,14.0
1660,Radek Martinek,RADEK.MARTINEK,8468101,1976-08-31,32.0,D,D,R,NYI,20082009,R,51.0,7.57,0.15,2.38,1.0,0.0,0.0,1.0,2.0,2.0,2.0
1661,Radek Smolenak,RADEK.SMOLENAK,8471736,1986-12-03,21.0,L,F,L,T.B,20082009,R,6.0,2.27,0.38,4.41,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1662,Radim Vrbata,RADIM.VRBATA,8468085,1981-06-13,27.0,R,F,R,T.B,20082009,R,18.0,55.52,3.08,38.15,1.0,0.0,0.0,1.0,8.0,9.0,13.0
1663,Raffi Torres,RAFFI.TORRES,8468485,1981-10-08,26.0,L,F,L,CBJ,20082009,R,50.0,49.43,0.99,15.38,2.0,0.0,0.0,2.0,11.0,13.0,13.0
1664,Raitis Ivanans,RAITIS.IVANANS,8469120,1979-01-03,29.0,L,F,L,L.A,20082009,R,75.0,2.75,0.04,0.53,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1665,Randy Jones,RANDY.JONES,8470905,1981-07-23,27.0,D,D,L,PHI,20082009,R,47.0,72.28,1.54,27.49,1.0,0.0,0.0,1.0,6.0,8.0,13.0
1666,Ray MacIas,RAY.MACIAS,8471786,1986-09-18,21.0,D,D,R,COL,20082009,R,6.0,14.92,2.49,43.32,0.0,1.0,0.0,1.0,1.0,1.0,3.0
1667,Ray Whitney,RAY.WHITNEY,8458537,1972-05-08,36.0,L,F,R,CAR,20082009,R,81.0,315.4,3.89,52.54,7.0,15.0,6.0,28.0,63.0,87.0,115.0
1668,Raymond Sawada,RAYMOND.SAWADA,8471265,1985-02-19,23.0,R,F,R,DAL,20082009,R,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,Rene Bourque,RENE.BOURQUE,8471504,1981-12-10,26.0,L,F,L,CGY,20082009,R,56.0,59.08,1.06,14.0,0.0,0.0,1.0,1.0,9.0,9.0,10.0
1670,Rich Peverley,RICH.PEVERLEY,8471514,1982-07-08,26.0,C,F,R,ATL,20082009,R,39.0,98.7,2.53,33.93,2.0,2.0,1.0,5.0,8.0,12.0,16.0
1671,Rich Peverley,RICH.PEVERLEY,8471514,1982-07-08,26.0,C,F,R,NSH,20082009,R,27.0,48.57,1.8,25.5,1.0,1.0,1.0,3.0,5.0,10.0,12.0
1672,Richard Park,RICHARD.PARK,8460541,1976-05-27,32.0,R,F,R,NYI,20082009,R,71.0,115.13,1.62,25.73,4.0,1.0,2.0,7.0,25.0,31.0,40.0
1673,Richard Petiot,RICHARD.PETIOT,8469564,1982-08-20,26.0,D,D,L,T.B,20082009,R,11.0,3.75,0.34,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,Richard Zednik,RICHARD.ZEDNIK,8460735,1976-01-06,32.0,L/R,F,L,FLA,20082009,R,68.0,152.77,2.25,34.83,3.0,1.0,0.0,4.0,28.0,38.0,45.0
1675,Rick Nash,RICK.NASH,8470041,1984-06-16,24.0,L,F,L,CBJ,20082009,R,76.0,277.18,3.65,56.43,6.0,5.0,8.0,19.0,51.0,80.0,99.0
1676,Rick Rypien,RICK.RYPIEN,8471628,1984-05-16,24.0,C,F,R,VAN,20082009,R,12.0,0.28,0.02,0.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1677,Riley Armstrong,RILEY.ARMSTRONG,8471516,1984-11-08,23.0,R,F,R,S.J,20082009,R,2.0,0.77,0.38,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,Riley Cote,RILEY.COTE,8468786,1982-03-16,26.0,L,F,L,PHI,20082009,R,63.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,Rob Blake,ROB.BLAKE,8445550,1969-12-10,38.0,D,D,R,S.J,20082009,R,73.0,217.15,2.97,42.48,6.0,4.0,12.0,22.0,79.0,99.0,142.0
1680,Rob Davison,ROB.DAVISON,8467422,1980-05-01,28.0,D,D,L,VAN,20082009,R,23.0,0.78,0.03,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,Rob Niedermayer,ROB.NIEDERMAYER,8459427,1974-12-28,33.0,C,F,L,ANA,20082009,R,79.0,7.25,0.09,1.54,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1682,Rob Schremp,ROB.SCHREMP,8471238,1986-07-01,22.0,C,F,L,EDM,20082009,R,4.0,11.25,2.81,36.82,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1683,Rob Scuderi,ROB.SCUDERI,8467452,1978-12-30,29.0,D,D,L,PIT,20082009,R,81.0,3.78,0.05,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,Robert Lang,ROBERT.LANG,8456966,1970-12-19,37.0,C,F,R,MTL,20082009,R,50.0,163.58,3.27,44.52,8.0,3.0,6.0,17.0,29.0,44.0,55.0
1685,Robert Nilsson,ROBERT.NILSSON,8470608,1985-01-10,23.0,C,F,L,EDM,20082009,R,64.0,156.28,2.44,34.82,4.0,7.0,0.0,11.0,18.0,21.0,27.0
1686,Robyn Regehr,ROBYN.REGEHR,8467344,1980-04-19,28.0,D,D,L,CGY,20082009,R,73.0,32.3,0.44,6.18,0.0,0.0,0.0,0.0,3.0,6.0,10.0
1687,Rod Brind'Amour,ROD.BRIND'AMOUR,8445735,1970-08-09,38.0,C,F,L,CAR,20082009,R,79.0,237.55,3.01,40.18,6.0,8.0,9.0,23.0,31.0,48.0,61.0
1688,Roman Hamrlik,ROMAN.HAMRLIK,8458938,1974-04-12,34.0,D,D,L,MTL,20082009,R,80.0,125.17,1.56,21.71,0.0,3.0,0.0,3.0,18.0,24.0,35.0
1689,Roman Polak,ROMAN.POLAK,8471392,1986-04-28,22.0,D,D,R,STL,20082009,R,68.0,136.27,2.0,30.0,0.0,0.0,5.0,5.0,14.0,22.0,38.0
1690,Ron Hainsey,RON.HAINSEY,8468493,1981-03-24,27.0,D,D,L,ATL,20082009,R,81.0,298.8,3.69,53.22,5.0,7.0,7.0,19.0,60.0,89.0,127.0
1691,Rostislav Klesla,ROSTISLAV.KLESLA,8468484,1982-03-21,26.0,D,D,L,CBJ,20082009,R,33.0,46.53,1.41,21.53,0.0,0.0,2.0,2.0,8.0,13.0,24.0
1692,Rostislav Olesz,ROSTISLAV.OLESZ,8471220,1985-10-10,22.0,C/L,F,L,FLA,20082009,R,36.0,67.28,1.87,29.02,0.0,0.0,1.0,1.0,9.0,11.0,11.0
1693,Ruslan Fedotenko,RUSLAN.FEDOTENKO,8468172,1979-01-18,29.0,L,F,L,PIT,20082009,R,65.0,94.23,1.45,20.49,1.0,1.0,2.0,4.0,7.0,13.0,13.0
1694,Ruslan Salei,RUSLAN.SALEI,8464962,1974-11-02,33.0,D,D,L,COL,20082009,R,70.0,174.45,2.49,39.54,1.0,2.0,3.0,6.0,27.0,37.0,64.0
1695,Ryan Bayda,RYAN.BAYDA,8468560,1980-12-09,27.0,L,F,L,CAR,20082009,R,69.0,26.75,0.39,5.25,0.0,0.0,0.0,0.0,1.0,4.0,5.0
1696,Ryan Callahan,RYAN.CALLAHAN,8471339,1985-03-21,23.0,R,F,R,NYR,20082009,R,81.0,121.37,1.5,22.05,2.0,2.0,0.0,4.0,21.0,36.0,40.0
1697,Ryan Carter,RYAN.CARTER,8473646,1983-08-03,25.0,C,F,L,ANA,20082009,R,48.0,13.92,0.29,4.6,0.0,0.0,1.0,1.0,3.0,4.0,5.0
1698,Ryan Craig,RYAN.CRAIG,8470065,1982-01-06,26.0,C,F,L,T.B,20082009,R,54.0,24.07,0.45,7.05,0.0,0.0,0.0,0.0,3.0,5.0,5.0
1699,Ryan Getzlaf,RYAN.GETZLAF,8470612,1985-05-10,23.0,C,F,R,ANA,20082009,R,81.0,313.38,3.87,65.13,9.0,10.0,17.0,36.0,68.0,95.0,118.0
1700,Ryan Hollweg,RYAN.HOLLWEG,8469681,1983-04-23,25.0,L,F,L,TOR,20082009,R,24.0,0.55,0.02,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,Ryan Johnson,RYAN.JOHNSON,8460527,1976-06-14,32.0,C,F,L,VAN,20082009,R,61.0,3.43,0.06,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,Ryan Jones,RYAN.JONES,8471323,1984-06-14,24.0,L/R,F,L,NSH,20082009,R,46.0,66.62,1.45,22.1,2.0,2.0,1.0,5.0,12.0,16.0,18.0
1703,Ryan Kesler,RYAN.KESLER,8470616,1984-08-31,24.0,C,F,R,VAN,20082009,R,81.0,192.2,2.37,33.71,9.0,6.0,1.0,16.0,34.0,43.0,51.0
1704,Ryan Malone,RYAN.MALONE,8467988,1979-12-01,28.0,L,F,L,T.B,20082009,R,70.0,227.27,3.25,49.92,7.0,4.0,0.0,11.0,28.0,46.0,49.0
1705,Ryan O'Byrne,RYAN.O'BYRNE,8470672,1984-07-19,24.0,D,D,R,MTL,20082009,R,37.0,1.25,0.03,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,Ryan Parent,RYAN.PARENT,8471692,1987-03-17,21.0,D,D,L,PHI,20082009,R,31.0,4.55,0.15,2.44,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1707,Ryan Potulny,RYAN.POTULNY,8470680,1984-09-05,24.0,C,F,L,EDM,20082009,R,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,Ryan Shannon,RYAN.SHANNON,8471634,1983-03-02,25.0,R,F,R,OTT,20082009,R,35.0,84.48,2.41,39.77,3.0,1.0,3.0,7.0,13.0,17.0,24.0
1709,Ryan Smyth,RYAN.SMYTH,8460496,1976-02-21,32.0,L,F,L,COL,20082009,R,77.0,302.37,3.93,62.66,10.0,4.0,6.0,20.0,46.0,66.0,71.0
1710,Ryan Stone,RYAN.STONE,8470625,1985-03-20,23.0,C,F,L,PIT,20082009,R,2.0,1.0,0.5,11.49,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1711,Ryan Suter,RYAN.SUTER,8470600,1985-01-21,23.0,D,D,L,NSH,20082009,R,82.0,315.15,3.84,60.55,3.0,8.0,7.0,18.0,37.0,53.0,76.0
1712,Ryan Vesce,RYAN.VESCE,8472215,1982-04-07,26.0,R,F,R,S.J,20082009,R,10.0,0.55,0.06,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,Ryan Whitney,RYAN.WHITNEY,8470309,1983-02-19,25.0,D,D,L,ANA,20082009,R,20.0,55.65,2.78,46.5,0.0,1.0,4.0,5.0,6.0,13.0,19.0
1714,Ryan Whitney,RYAN.WHITNEY,8470309,1983-02-19,25.0,D,D,L,PIT,20082009,R,28.0,156.58,5.59,80.94,1.0,2.0,3.0,6.0,18.0,31.0,40.0
1715,Ryane Clowe,RYANE.CLOWE,8469622,1982-09-30,25.0,L,F,L,S.J,20082009,R,71.0,215.55,3.04,43.7,11.0,8.0,5.0,24.0,41.0,49.0,62.0
1716,Saku Koivu,SAKU.KOIVU,8459442,1974-11-23,33.0,C,F,L,MTL,20082009,R,64.0,231.1,3.61,51.02,6.0,7.0,5.0,18.0,38.0,55.0,74.0
1717,Sam Gagner,SAM.GAGNER,8474040,1989-08-10,19.0,C,F,R,EDM,20082009,R,76.0,228.7,3.01,43.73,6.0,2.0,3.0,11.0,28.0,35.0,43.0
1718,Sami Lepisto,SAMI.LEPISTO,8471279,1984-10-17,23.0,D,D,L,WSH,20082009,R,7.0,25.88,3.7,64.04,0.0,1.0,2.0,3.0,2.0,3.0,5.0
1719,Sami Salo,SAMI.SALO,8465202,1974-09-02,34.0,D,D,R,VAN,20082009,R,59.0,187.12,3.17,44.67,5.0,3.0,5.0,13.0,46.0,72.0,92.0
1720,Samuel Pahlsson,SAMUEL.PAHLSSON,8465192,1977-12-17,30.0,C,F,L,ANA,20082009,R,52.0,52.87,1.02,17.07,1.0,1.0,0.0,2.0,9.0,12.0,13.0
1721,Samuel Pahlsson,SAMUEL.PAHLSSON,8465192,1977-12-17,30.0,C,F,L,CHI,20082009,R,13.0,8.97,0.69,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,Scott Gomez,SCOTT.GOMEZ,8467351,1979-12-23,28.0,C,F,L,NYR,20082009,R,77.0,299.67,3.89,57.86,3.0,9.0,5.0,17.0,64.0,80.0,95.0
1723,Scott Hannan,SCOTT.HANNAN,8466158,1979-01-23,29.0,D,D,L,COL,20082009,R,81.0,23.95,0.3,4.81,0.0,0.0,0.0,0.0,1.0,1.0,5.0
1724,Scott Hartnell,SCOTT.HARTNELL,8468486,1982-04-18,26.0,L,F,L,PHI,20082009,R,82.0,193.43,2.36,39.63,6.0,4.0,2.0,12.0,22.0,37.0,42.0
1725,Scott Lehman,SCOTT.LEHMAN,8471288,1986-01-05,22.0,D,D,L,ATL,20082009,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,Scott Nichol,SCOTT.NICHOL,8459687,1974-12-31,33.0,C,F,R,NSH,20082009,R,43.0,3.15,0.07,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,Scott Niedermayer,SCOTT.NIEDERMAYER,8458517,1973-08-31,35.0,D,D,L,ANA,20082009,R,82.0,319.8,3.9,66.19,8.0,13.0,10.0,31.0,64.0,87.0,110.0
1728,Scott Walker,SCOTT.WALKER,8459547,1973-07-19,35.0,R,F,R,CAR,20082009,R,40.0,30.53,0.76,10.05,1.0,1.0,0.0,2.0,5.0,8.0,9.0
1729,Scottie Upshall,SCOTTIE.UPSHALL,8470105,1983-10-07,24.0,R,F,L,ARI,20082009,R,18.0,59.53,3.31,47.92,3.0,1.0,0.0,4.0,14.0,18.0,22.0
1730,Scottie Upshall,SCOTTIE.UPSHALL,8470105,1983-10-07,24.0,R,F,L,PHI,20082009,R,55.0,27.72,0.5,8.08,2.0,0.0,0.0,2.0,6.0,8.0,11.0
1731,Sean Avery,SEAN.AVERY,8468224,1980-04-10,28.0,L,F,L,DAL,20082009,R,23.0,51.53,2.24,29.22,0.0,3.0,0.0,3.0,11.0,17.0,19.0
1732,Sean Avery,SEAN.AVERY,8468224,1980-04-10,28.0,L,F,L,NYR,20082009,R,18.0,40.27,2.24,29.91,2.0,0.0,0.0,2.0,3.0,8.0,10.0
1733,Sean Bentivoglio,SEAN.BENTIVOGLIO,8473905,1985-10-16,22.0,L,F,L,NYI,20082009,R,1.0,0.27,0.27,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,Sean Bergenheim,SEAN.BERGENHEIM,8470176,1984-02-08,24.0,L,F,L,NYI,20082009,R,59.0,22.32,0.38,5.81,0.0,0.0,0.0,0.0,1.0,3.0,4.0
1735,Sean Collins,SEAN.COLLINS,8473913,1983-10-30,24.0,D,D,R,WSH,20082009,R,15.0,0.53,0.04,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,Sean O'Donnell,SEAN.O'DONNELL,8458637,1971-10-13,36.0,D,D,L,L.A,20082009,R,81.0,11.23,0.14,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,Sergei Fedorov,SERGEI.FEDOROV,8446788,1969-12-13,38.0,C,F,L,WSH,20082009,R,52.0,146.93,2.83,44.22,2.0,2.0,9.0,13.0,24.0,36.0,48.0
1738,Sergei Gonchar,SERGEI.GONCHAR,8458951,1974-04-13,34.0,D,D,L,PIT,20082009,R,25.0,155.87,6.23,91.29,5.0,4.0,4.0,13.0,38.0,51.0,74.0
1739,Sergei Kostitsyn,SERGEI.KOSTITSYN,8471859,1987-03-20,21.0,L,F,L,MTL,20082009,R,55.0,130.98,2.38,32.19,5.0,3.0,2.0,10.0,32.0,39.0,53.0
1740,Sergei Samsonov,SERGEI.SAMSONOV,8466035,1978-10-27,29.0,L,F,R,CAR,20082009,R,80.0,265.03,3.31,44.99,3.0,10.0,6.0,19.0,31.0,46.0,60.0
1741,Sergei Zubov,SERGEI.ZUBOV,8458494,1970-07-22,38.0,D,D,R,DAL,20082009,R,10.0,48.13,4.81,65.5,0.0,2.0,1.0,3.0,5.0,11.0,13.0
1742,Shane Doan,SHANE.DOAN,8462038,1976-10-10,31.0,R,F,R,ARI,20082009,R,80.0,310.23,3.88,57.11,9.0,12.0,3.0,24.0,62.0,85.0,100.0
1743,Shane Hnidy,SHANE.HNIDY,8460661,1975-11-08,32.0,D,D,R,BOS,20082009,R,64.0,35.78,0.56,9.21,1.0,0.0,0.0,1.0,5.0,9.0,11.0
1744,Shane O'Brien,SHANE.O'BRIEN,8470839,1983-08-09,25.0,D,D,L,T.B,20082009,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,Shane O'Brien,SHANE.O'BRIEN,8470839,1983-08-09,25.0,D,D,L,VAN,20082009,R,75.0,8.58,0.11,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,Shaone Morrisonn,SHAONE.MORRISONN,8469472,1982-12-23,25.0,D,D,L,WSH,20082009,R,72.0,3.9,0.05,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,Shawn Horcoff,SHAWN.HORCOFF,8467423,1978-09-17,29.0,C,F,L,EDM,20082009,R,80.0,295.18,3.69,53.07,8.0,5.0,7.0,20.0,42.0,58.0,75.0
1748,Shawn Matthias,SHAWN.MATTHIAS,8473574,1988-02-19,20.0,C,F,L,FLA,20082009,R,16.0,3.22,0.2,3.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1749,Shawn Thornton,SHAWN.THORNTON,8465978,1977-07-23,31.0,L,F,R,BOS,20082009,R,78.0,5.92,0.08,1.24,0.0,0.0,0.0,0.0,1.0,2.0,2.0
1750,Shea Weber,SHEA.WEBER,8470642,1985-08-14,23.0,D,D,R,NSH,20082009,R,81.0,357.27,4.41,69.17,10.0,3.0,6.0,19.0,95.0,144.0,189.0
1751,Shean Donovan,SHEAN.DONOVAN,8459450,1975-01-22,33.0,R,F,R,OTT,20082009,R,65.0,1.0,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,Sheldon Brookbank,SHELDON.BROOKBANK,8469992,1980-10-03,27.0,D,D,R,ANA,20082009,R,29.0,1.45,0.05,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,Sheldon Brookbank,SHELDON.BROOKBANK,8469992,1980-10-03,27.0,D,D,R,N.J,20082009,R,15.0,3.58,0.24,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,Sheldon Souray,SHELDON.SOURAY,8460561,1976-07-13,32.0,D,D,L,EDM,20082009,R,81.0,390.5,4.82,69.04,12.0,6.0,4.0,22.0,115.0,177.0,251.0
1755,Sidney Crosby,SIDNEY.CROSBY,8471675,1987-08-07,21.0,C,F,L,PIT,20082009,R,77.0,412.43,5.36,75.65,7.0,24.0,9.0,40.0,66.0,87.0,112.0
1756,Simon Gagne,SIMON.GAGNE,8467346,1980-02-29,28.0,L,F,L,PHI,20082009,R,79.0,252.3,3.19,53.76,12.0,8.0,5.0,25.0,46.0,68.0,88.0
1757,Spencer MacHacek,SPENCER.MACHACEK,8474146,1988-10-14,19.0,R,F,R,ATL,20082009,R,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,Staffan Kronwall,STAFFAN.KRONWALL,8470058,1982-09-10,26.0,D,D,L,WSH,20082009,R,3.0,1.48,0.49,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,Stephane Robidas,STEPHANE.ROBIDAS,8462196,1977-03-03,31.0,D,D,R,DAL,20082009,R,72.0,276.85,3.85,53.16,1.0,4.0,4.0,9.0,73.0,113.0,153.0
1760,Stephane Veilleux,STEPHANE.VEILLEUX,8469542,1981-11-16,26.0,L,F,L,MIN,20082009,R,80.0,31.68,0.4,6.23,0.0,1.0,0.0,1.0,5.0,6.0,8.0
1761,Stephane Yelle,STEPHANE.YELLE,8459122,1974-05-09,34.0,C,F,L,BOS,20082009,R,76.0,12.17,0.16,2.6,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1762,Stephen Weiss,STEPHEN.WEISS,8469457,1983-04-03,25.0,C,F,L,FLA,20082009,R,76.0,262.08,3.45,53.48,4.0,7.0,8.0,19.0,50.0,72.0,85.0
1763,Steve Begin,STEVE.BEGIN,8464994,1978-06-14,30.0,L,F,L,DAL,20082009,R,20.0,1.5,0.08,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,Steve Begin,STEVE.BEGIN,8464994,1978-06-14,30.0,L,F,L,MTL,20082009,R,42.0,7.18,0.17,2.36,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1765,Steve Bernier,STEVE.BERNIER,8470609,1985-03-31,23.0,R,F,R,VAN,20082009,R,80.0,196.03,2.45,34.82,1.0,4.0,1.0,6.0,29.0,38.0,41.0
1766,Steve Downie,STEVE.DOWNIE,8471703,1987-04-03,21.0,R,F,R,PHI,20082009,R,6.0,1.38,0.23,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,Steve Downie,STEVE.DOWNIE,8471703,1987-04-03,21.0,R,F,R,T.B,20082009,R,23.0,7.5,0.33,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,Steve Eminger,STEVE.EMINGER,8470192,1983-10-31,24.0,D,D,R,FLA,20082009,R,9.0,15.55,1.73,34.56,0.0,0.0,0.0,0.0,3.0,5.0,5.0
1769,Steve Eminger,STEVE.EMINGER,8470192,1983-10-31,24.0,D,D,R,PHI,20082009,R,12.0,23.55,1.96,26.83,0.0,0.0,0.0,0.0,3.0,4.0,5.0
1770,Steve Eminger,STEVE.EMINGER,8470192,1983-10-31,24.0,D,D,R,T.B,20082009,R,50.0,113.55,2.27,32.92,2.0,3.0,7.0,12.0,19.0,26.0,32.0
1771,Steve MacIntyre,STEVE.MACINTYRE,8470896,1980-08-08,28.0,L,F,L,EDM,20082009,R,22.0,1.45,0.07,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,Steve Montador,STEVE.MONTADOR,8468927,1979-12-21,28.0,D,D,R,ANA,20082009,R,65.0,73.12,1.12,19.21,0.0,1.0,0.0,1.0,9.0,18.0,25.0
1773,Steve Montador,STEVE.MONTADOR,8468927,1979-12-21,28.0,D,D,R,BOS,20082009,R,13.0,10.13,0.78,15.43,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1774,Steve Ott,STEVE.OTT,8468505,1982-08-19,26.0,C,F,L,DAL,20082009,R,64.0,171.72,2.68,38.67,5.0,3.0,4.0,12.0,26.0,37.0,42.0
1775,Steve Regier,STEVE.REGIER,8471360,1984-08-31,24.0,L,F,L,STL,20082009,R,8.0,15.42,1.93,29.44,2.0,0.0,0.0,2.0,3.0,3.0,4.0
1776,Steve Reinprecht,STEVE.REINPRECHT,8468432,1976-05-07,32.0,C,F,L,ARI,20082009,R,71.0,203.38,2.86,42.51,3.0,1.0,2.0,6.0,17.0,25.0,32.0
1777,Steve Staios,STEVE.STAIOS,8458541,1973-07-28,35.0,D,D,R,EDM,20082009,R,80.0,20.9,0.26,3.77,0.0,0.0,0.0,0.0,3.0,3.0,6.0
1778,Steve Sullivan,STEVE.SULLIVAN,8460719,1974-07-06,34.0,L,F,R,NSH,20082009,R,41.0,144.33,3.52,60.0,3.0,3.0,4.0,10.0,28.0,34.0,42.0
1779,Steve Wagner,STEVE.WAGNER,8473916,1984-03-06,24.0,D,D,L,STL,20082009,R,22.0,36.52,1.66,24.96,0.0,0.0,1.0,1.0,4.0,7.0,9.0
1780,Steven Goertzen,STEVEN.GOERTZEN,8470064,1984-05-26,24.0,R,F,R,ARI,20082009,R,16.0,3.28,0.21,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,Steven Stamkos,STEVEN.STAMKOS,8474564,1990-02-07,18.0,C,F,R,T.B,20082009,R,79.0,221.33,2.8,41.61,9.0,1.0,7.0,17.0,55.0,68.0,94.0
1782,T.J. Galiardi,T.J..GALIARDI,8474001,1988-04-22,20.0,L,F,L,COL,20082009,R,11.0,24.55,2.23,38.2,0.0,0.0,0.0,0.0,1.0,6.0,9.0
1783,T.J. Hensick,T.J..HENSICK,8471753,1985-12-10,22.0,C,F,R,COL,20082009,R,61.0,135.95,2.23,36.79,1.0,3.0,2.0,6.0,19.0,26.0,30.0
