,player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
1868,Zbynek Michalek,ZBYNEK.MICHALEK,8469760,1982-12-23,25.0,D,D,R,ARI,20082009,R,81.0,1518.7,18.75,39.27,4.0,7.0,9.0,20.0,93.0,120.0,173.0
1869,Zdeno Chara,ZDENO.CHARA,8465009,1977-03-18,31.0,D,D,L,BOS,20082009,R,79.0,1463.97,18.53,38.61,7.0,4.0,8.0,19.0,123.0,174.0,257.0
1870,Zenon Konopka,ZENON.KONOPKA,8469820,1981-01-02,27.0,C,F,L,T.B,20082009,R,7.0,48.1,6.87,16.56,0.0,1.0,0.0,1.0,6.0,6.0,7.0
1871,Aaron Gagnon,AARON.GAGNON,8471451,1986-04-24,23.0,C,F,R,DAL,20092010,R,2.0,15.1,7.55,14.3,0.0,0.0,0.0,0.0,2.0,4.0,4.0
1872,Aaron Johnson,AARON.JOHNSON,8469534,1983-04-30,26.0,D,D,L,CGY,20092010,R,22.0,253.17,11.51,24.29,1.0,2.0,0.0,3.0,13.0,22.0,33.0
1873,Aaron Johnson,AARON.JOHNSON,8469534,1983-04-30,26.0,D,D,L,EDM,20092010,R,19.0,301.17,15.85,32.86,2.0,1.0,2.0,5.0,18.0,29.0,40.0
1874,Aaron Rome,AARON.ROME,8470310,1983-09-27,25.0,D,D,L,VAN,20092010,R,49.0,678.53,13.85,28.96,0.0,1.0,3.0,4.0,42.0,62.0,108.0
1875,Aaron Voros,AARON.VOROS,8469672,1981-07-02,28.0,L,F,L,NYR,20092010,R,41.0,249.15,6.08,12.79,2.0,4.0,0.0,6.0,21.0,27.0,36.0
1876,Aaron Ward,AARON.WARD,8458519,1973-01-17,36.0,D,D,R,ANA,20092010,R,17.0,216.15,12.71,25.69,0.0,0.0,1.0,1.0,9.0,14.0,25.0
1877,Aaron Ward,AARON.WARD,8458519,1973-01-17,36.0,D,D,R,CAR,20092010,R,59.0,903.12,15.31,32.86,1.0,1.0,7.0,9.0,27.0,42.0,82.0
1878,Adam Burish,ADAM.BURISH,8470063,1983-01-06,26.0,R,F,R,CHI,20092010,R,13.0,112.07,8.62,17.82,1.0,2.0,1.0,4.0,9.0,16.0,19.0
1879,Adam Foote,ADAM.FOOTE,8456283,1971-07-10,38.0,D,D,R,COL,20092010,R,67.0,1093.4,16.32,33.88,0.0,2.0,3.0,5.0,25.0,46.0,76.0
1880,Adam Mair,ADAM.MAIR,8466216,1979-02-15,30.0,C,F,R,BUF,20092010,R,69.0,624.5,9.05,18.71,6.0,4.0,3.0,13.0,67.0,86.0,104.0
1881,Adam McQuaid,ADAM.MCQUAID,8471717,1986-10-12,22.0,D,D,R,BOS,20092010,R,19.0,196.65,10.35,20.5,1.0,0.0,0.0,1.0,10.0,19.0,25.0
1882,Adam Pardy,ADAM.PARDY,8471385,1984-03-29,25.0,D,D,L,CGY,20092010,R,57.0,818.77,14.36,29.67,2.0,4.0,3.0,9.0,36.0,57.0,94.0
1883,Adrian Aucoin,ADRIAN.AUCOIN,8459053,1973-07-03,36.0,D,D,R,ARI,20092010,R,82.0,1342.65,16.37,34.13,7.0,0.0,9.0,16.0,103.0,153.0,215.0
1884,Alec Martinez,ALEC.MARTINEZ,8474166,1987-07-26,22.0,D,D,L,L.A,20092010,R,4.0,59.18,14.8,30.89,0.0,0.0,0.0,0.0,5.0,7.0,8.0
1885,Ales Hemsky,ALES.HEMSKY,8469466,1983-08-13,26.0,R,F,R,EDM,20092010,R,22.0,298.77,13.58,28.71,3.0,5.0,5.0,13.0,39.0,52.0,65.0
1886,Ales Kotalik,ALES.KOTALIK,8467502,1978-12-23,30.0,R,F,R,CGY,20092010,R,26.0,319.03,12.27,25.49,2.0,0.0,2.0,4.0,66.0,79.0,95.0
1887,Ales Kotalik,ALES.KOTALIK,8467502,1978-12-23,30.0,R,F,R,NYR,20092010,R,45.0,450.43,10.01,21.01,4.0,1.0,1.0,6.0,56.0,86.0,112.0
1888,Alex Bolduc,ALEX.BOLDUC,8470719,1985-06-26,24.0,C,F,L,VAN,20092010,R,15.0,120.4,8.03,17.03,0.0,0.0,0.0,0.0,14.0,18.0,18.0
1889,Alex Burrows,ALEX.BURROWS,8470358,1981-04-11,28.0,L,F,L,VAN,20092010,R,82.0,1121.3,13.67,28.86,23.0,13.0,10.0,46.0,171.0,220.0,265.0
1890,Alex Edler,ALEX.EDLER,8471303,1986-04-21,23.0,D,D,L,VAN,20092010,R,76.0,1301.53,17.13,36.05,2.0,8.0,11.0,21.0,114.0,173.0,248.0
1891,Alex Frolov,ALEX.FROLOV,8468500,1982-06-19,27.0,L,F,R,L.A,20092010,R,81.0,1174.13,14.5,29.89,10.0,15.0,8.0,33.0,133.0,184.0,228.0
1892,Alex Giroux,ALEX.GIROUX,8468086,1981-06-16,28.0,L,F,L,WSH,20092010,R,9.0,78.55,8.73,19.36,1.0,0.0,2.0,3.0,11.0,14.0,18.0
1893,Alex Goligoski,ALEX.GOLIGOSKI,8471274,1985-07-30,24.0,D,D,L,PIT,20092010,R,68.0,1081.57,15.91,33.84,6.0,7.0,6.0,19.0,65.0,94.0,151.0
1894,Alex Kovalev,ALEX.KOVALEV,8458529,1973-02-24,36.0,R,F,L,OTT,20092010,R,77.0,1120.18,14.55,30.18,12.0,14.0,5.0,31.0,126.0,182.0,253.0
1895,Alex Ovechkin,ALEX.OVECHKIN,8471214,1985-09-17,23.0,L,F,R,WSH,20092010,R,72.0,1172.33,16.28,33.78,31.0,24.0,10.0,65.0,257.0,359.0,555.0
1896,Alex Picard,ALEX.PICARD,8470678,1985-07-05,24.0,D,D,L,CAR,20092010,R,9.0,116.55,12.95,26.8,0.0,0.0,0.0,0.0,6.0,9.0,15.0
1897,Alex Picard,ALEX.PICARD,8470678,1985-07-05,24.0,D,D,L,OTT,20092010,R,45.0,696.32,15.47,31.76,3.0,1.0,5.0,9.0,47.0,68.0,96.0
1898,Alex Picard (L),ALEX.PICARD2,8471221,1985-10-09,23.0,L,F,L,CBJ,20092010,R,9.0,63.82,7.09,14.29,0.0,0.0,0.0,0.0,12.0,13.0,14.0
1899,Alex Pietrangelo,ALEX.PIETRANGELO,8474565,1990-01-18,19.0,D,D,R,STL,20092010,R,9.0,121.43,13.49,29.08,1.0,0.0,0.0,1.0,7.0,8.0,17.0
1900,Alex Plante,ALEX.PLANTE,8474046,1989-05-09,20.0,D,D,R,EDM,20092010,R,4.0,53.98,13.5,28.56,0.0,0.0,1.0,1.0,4.0,7.0,8.0
1901,Alex Semin,ALEX.SEMIN,8470120,1984-03-03,25.0,L/R,F,R,WSH,20092010,R,73.0,1055.98,14.47,29.9,30.0,15.0,8.0,53.0,209.0,289.0,405.0
1902,Alex Steen,ALEX.STEEN,8470257,1984-03-01,25.0,C,F,L,STL,20092010,R,68.0,824.38,12.12,25.72,14.0,9.0,5.0,28.0,123.0,166.0,213.0
1903,Alex Sulzer,ALEX.SULZER,8470685,1984-05-30,25.0,D,D,L,NSH,20092010,R,20.0,251.6,12.58,26.06,0.0,1.0,0.0,1.0,13.0,20.0,35.0
1904,Alex Tanguay,ALEX.TANGUAY,8467338,1979-11-21,29.0,L,F,L,T.B,20092010,R,80.0,1068.43,13.36,28.23,6.0,12.0,10.0,28.0,78.0,120.0,155.0
1905,Alexei Ponikarovsky,ALEXEI.PONIKAROVSKY,8467412,1980-04-09,29.0,L,F,L,PIT,20092010,R,16.0,185.58,11.6,24.38,1.0,1.0,3.0,5.0,29.0,39.0,44.0
1906,Alexei Ponikarovsky,ALEXEI.PONIKAROVSKY,8467412,1980-04-09,29.0,L,F,L,TOR,20092010,R,61.0,817.87,13.41,27.75,15.0,14.0,3.0,32.0,123.0,181.0,223.0
1907,Anders Eriksson,ANDERS.ERIKSSON,8459443,1975-01-09,34.0,D,D,L,ARI,20092010,R,12.0,162.92,13.58,28.48,0.0,0.0,3.0,3.0,3.0,8.0,13.0
1908,Anders Eriksson,ANDERS.ERIKSSON,8459443,1975-01-09,34.0,D,D,L,NYR,20092010,R,8.0,100.03,12.5,25.3,0.0,1.0,0.0,1.0,2.0,4.0,8.0
1909,Andre Deveaux,ANDRE.DEVEAUX,8470301,1984-02-23,25.0,C,F,R,TOR,20092010,R,1.0,6.15,6.15,12.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1910,Andreas Lilja,ANDREAS.LILJA,8468534,1975-07-13,34.0,D,D,L,DET,20092010,R,20.0,243.75,12.19,24.17,1.0,1.0,0.0,2.0,18.0,26.0,30.0
1911,Andreas Nodl,ANDREAS.NODL,8473568,1987-02-28,22.0,R,F,L,PHI,20092010,R,10.0,78.85,7.88,17.54,0.0,0.0,1.0,1.0,2.0,3.0,11.0
1912,Andreas Thuresson,ANDREAS.THURESSON,8474154,1987-11-18,21.0,R,F,R,NSH,20092010,R,22.0,208.23,9.47,19.3,1.0,0.0,2.0,3.0,30.0,40.0,47.0
1913,Andrei Kostitsyn,ANDREI.KOSTITSYN,8470603,1985-02-03,24.0,L,F,L,MTL,20092010,R,59.0,798.2,13.53,27.6,9.0,13.0,2.0,24.0,106.0,156.0,207.0
1914,Andrei Loktionov,ANDREI.LOKTIONOV,8474681,1990-05-30,19.0,C,F,L,L.A,20092010,R,1.0,11.87,11.87,24.26,0.0,0.0,0.0,0.0,1.0,1.0,2.0
1915,Andrei Markov,ANDREI.MARKOV,8467496,1978-12-20,30.0,D,D,L,MTL,20092010,R,45.0,798.67,17.75,35.7,1.0,7.0,8.0,16.0,54.0,81.0,112.0
1916,Andrej Meszaros,ANDREJ.MESZAROS,8471236,1985-10-13,23.0,D,D,L,T.B,20092010,R,81.0,1292.52,15.96,33.66,4.0,3.0,3.0,10.0,104.0,145.0,205.0
1917,Andrej Sekera,ANDREJ.SEKERA,8471284,1986-06-08,23.0,D,D,L,BUF,20092010,R,49.0,749.0,15.29,32.03,4.0,2.0,3.0,9.0,47.0,57.0,90.0
1918,Andrew Alberts,ANDREW.ALBERTS,8469626,1981-06-30,28.0,D,D,L,CAR,20092010,R,61.0,815.58,13.37,28.59,2.0,4.0,4.0,10.0,35.0,57.0,99.0
1919,Andrew Alberts,ANDREW.ALBERTS,8469626,1981-06-30,28.0,D,D,L,VAN,20092010,R,14.0,197.53,14.11,29.59,1.0,1.0,0.0,2.0,11.0,16.0,24.0
1920,Andrew Bodnarchuk,ANDREW.BODNARCHUK,8473550,1988-07-11,21.0,D,D,L,BOS,20092010,R,5.0,35.53,7.11,14.37,0.0,0.0,0.0,0.0,0.0,2.0,5.0
1921,Andrew Brunette,ANDREW.BRUNETTE,8459596,1973-08-24,36.0,L,F,L,MIN,20092010,R,82.0,1095.13,13.36,27.86,12.0,12.0,9.0,33.0,72.0,101.0,118.0
1922,Andrew Cogliano,ANDREW.COGLIANO,8471699,1987-06-14,22.0,C,F,L,EDM,20092010,R,82.0,1019.9,12.44,25.69,9.0,9.0,7.0,25.0,126.0,168.0,217.0
1923,Andrew Ebbett,ANDREW.EBBETT,8473682,1983-01-02,26.0,C,F,L,ANA,20092010,R,2.0,19.87,9.93,20.39,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1924,Andrew Ebbett,ANDREW.EBBETT,8473682,1983-01-02,26.0,C,F,L,CHI,20092010,R,10.0,103.65,10.37,21.83,1.0,0.0,0.0,1.0,14.0,18.0,22.0
1925,Andrew Ebbett,ANDREW.EBBETT,8473682,1983-01-02,26.0,C,F,L,MIN,20092010,R,49.0,541.92,11.06,22.87,6.0,3.0,0.0,9.0,55.0,80.0,101.0
1926,Andrew Ference,ANDREW.FERENCE,8466333,1979-03-17,30.0,D,D,L,BOS,20092010,R,51.0,859.57,16.85,34.02,0.0,3.0,4.0,7.0,54.0,86.0,130.0
1927,Andrew Gordon,ANDREW.GORDON,8471409,1985-12-13,23.0,R,F,R,WSH,20092010,R,2.0,13.37,6.68,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Andrew Ladd,ANDREW.LADD,8471217,1985-12-12,23.0,L,F,L,CHI,20092010,R,82.0,1053.82,12.85,25.95,17.0,8.0,10.0,35.0,144.0,194.0,242.0
1929,Andrew MacDonald,ANDREW.MACDONALD,8473584,1986-09-07,23.0,D,D,L,NYI,20092010,R,45.0,757.63,16.84,35.04,1.0,3.0,3.0,7.0,33.0,57.0,80.0
1930,Andrew Murray,ANDREW.MURRAY,8469685,1981-11-06,27.0,C,F,L,CBJ,20092010,R,45.0,415.28,9.23,19.36,5.0,1.0,0.0,6.0,67.0,83.0,93.0
1931,Andrew Peters,ANDREW.PETERS,8467355,1980-05-05,29.0,L,F,L,N.J,20092010,R,29.0,149.63,5.16,10.44,0.0,0.0,0.0,0.0,15.0,18.0,22.0
1932,Andy Greene,ANDY.GREENE,8472382,1982-10-30,26.0,D,D,L,N.J,20092010,R,78.0,1470.28,18.85,37.62,2.0,10.0,8.0,20.0,58.0,97.0,147.0
1933,Andy Hilbert,ANDY.HILBERT,8468517,1981-02-06,28.0,C,F,L,MIN,20092010,R,4.0,37.13,9.28,21.45,0.0,0.0,0.0,0.0,5.0,6.0,7.0
1934,Andy McDonald,ANDY.MCDONALD,8468434,1977-08-25,32.0,C,F,L,STL,20092010,R,79.0,1067.57,13.51,28.8,18.0,8.0,9.0,35.0,147.0,183.0,229.0
1935,Andy Sutton,ANDY.SUTTON,8467304,1975-03-10,34.0,D,D,L,NYI,20092010,R,53.0,935.85,17.66,36.68,4.0,3.0,5.0,12.0,51.0,74.0,100.0
1936,Andy Sutton,ANDY.SUTTON,8467304,1975-03-10,34.0,D,D,L,OTT,20092010,R,18.0,292.25,16.24,34.93,1.0,0.0,0.0,1.0,17.0,24.0,34.0
1937,Andy Wozniewski,ANDY.WOZNIEWSKI,8471188,1980-05-25,29.0,D,D,L,BOS,20092010,R,2.0,17.52,8.76,16.61,0.0,0.0,0.0,0.0,1.0,1.0,5.0
1938,Anssi Salmela,ANSSI.SALMELA,8474557,1984-08-13,25.0,D,D,L,ATL,20092010,R,29.0,373.43,12.88,27.44,1.0,2.0,2.0,5.0,26.0,33.0,47.0
1939,Anssi Salmela,ANSSI.SALMELA,8474557,1984-08-13,25.0,D,D,L,N.J,20092010,R,9.0,112.92,12.55,26.6,0.0,0.0,2.0,2.0,11.0,19.0,23.0
1940,Antoine Vermette,ANTOINE.VERMETTE,8468535,1982-07-20,27.0,C,F,L,CBJ,20092010,R,81.0,1182.87,14.6,30.55,15.0,16.0,13.0,44.0,121.0,158.0,193.0
1941,Anton Klementyev,ANTON.KLEMENTYEV,8475270,1990-03-25,19.0,D,D,R,NYI,20092010,R,1.0,6.33,6.33,11.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,Anton Stralman,ANTON.STRALMAN,8471873,1986-08-01,23.0,D,D,R,CBJ,20092010,R,73.0,1165.13,15.96,33.23,2.0,3.0,6.0,11.0,72.0,91.0,130.0
1943,Anton Volchenkov,ANTON.VOLCHENKOV,8468501,1982-02-25,27.0,D,D,L,OTT,20092010,R,64.0,1075.03,16.8,35.04,4.0,3.0,6.0,13.0,67.0,100.0,158.0
1944,Antti Miettinen,ANTTI.MIETTINEN,8468704,1980-07-03,29.0,R,F,R,MIN,20092010,R,79.0,1046.37,13.25,27.66,14.0,14.0,1.0,29.0,132.0,189.0,262.0
1945,Anze Kopitar,ANZE.KOPITAR,8471685,1987-08-24,22.0,C,F,L,L.A,20092010,R,82.0,1306.93,15.94,32.91,19.0,7.0,11.0,37.0,182.0,258.0,312.0
1946,Arron Asham,ARRON.ASHAM,8465025,1978-04-13,31.0,R,F,R,PHI,20092010,R,72.0,703.07,9.76,20.75,10.0,10.0,4.0,24.0,88.0,117.0,151.0
1947,Artem Anisimov,ARTEM.ANISIMOV,8473573,1988-05-24,21.0,C,F,L,NYR,20092010,R,82.0,931.43,11.36,23.75,11.0,6.0,9.0,26.0,107.0,150.0,210.0
1948,Arturs Kulda,ARTURS.KULDA,8473459,1988-07-25,21.0,D,D,L,ATL,20092010,R,4.0,42.05,10.51,22.87,0.0,1.0,1.0,2.0,5.0,6.0,7.0
1949,B.J. Crombeen,B.J..CROMBEEN,8470647,1985-07-10,24.0,R,F,R,STL,20092010,R,79.0,802.1,10.15,21.58,6.0,4.0,3.0,13.0,105.0,146.0,178.0
1950,Barret Jackman,BARRET.JACKMAN,8467890,1981-03-05,28.0,D,D,L,STL,20092010,R,66.0,1210.58,18.34,38.92,1.0,7.0,8.0,16.0,67.0,95.0,154.0
1951,Ben Eager,BEN.EAGER,8470280,1984-01-22,25.0,L,F,L,CHI,20092010,R,60.0,494.45,8.24,16.4,7.0,4.0,5.0,16.0,68.0,89.0,112.0
1952,Ben Guite,BEN.GUITE,8466300,1978-07-17,31.0,R,F,R,NSH,20092010,R,6.0,42.1,7.02,14.41,0.0,0.0,0.0,0.0,5.0,8.0,8.0
1953,Ben Lovejoy,BEN.LOVEJOY,8473933,1984-02-20,25.0,D,D,R,PIT,20092010,R,12.0,168.4,14.03,30.18,0.0,1.0,2.0,3.0,10.0,15.0,24.0
1954,Ben Maxwell,BEN.MAXWELL,8473493,1988-03-30,21.0,C,F,L,MTL,20092010,R,13.0,113.43,8.73,17.07,0.0,0.0,0.0,0.0,6.0,11.0,13.0
1955,Ben Walter,BEN.WALTER,8471372,1984-05-11,25.0,C,F,L,N.J,20092010,R,2.0,9.98,4.99,10.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1956,Benn Ferriero,BENN.FERRIERO,8473600,1987-04-29,22.0,C/R,F,R,S.J,20092010,R,24.0,250.25,10.43,21.39,2.0,1.0,2.0,5.0,38.0,51.0,62.0
1957,Benoit Pouliot,BENOIT.POULIOT,8471678,1986-09-29,22.0,L,F,L,MIN,20092010,R,14.0,146.37,10.45,22.8,2.0,0.0,2.0,4.0,17.0,26.0,31.0
1958,Benoit Pouliot,BENOIT.POULIOT,8471678,1986-09-29,22.0,L,F,L,MTL,20092010,R,39.0,545.15,13.98,28.05,11.0,5.0,1.0,17.0,76.0,99.0,118.0
1959,Bill Guerin,BILL.GUERIN,8456464,1970-11-09,38.0,R,F,R,PIT,20092010,R,77.0,984.63,12.79,27.12,9.0,10.0,7.0,26.0,155.0,216.0,267.0
1960,Blair Betts,BLAIR.BETTS,8467361,1980-02-16,29.0,C,F,L,PHI,20092010,R,63.0,585.38,9.29,19.66,5.0,5.0,5.0,15.0,56.0,74.0,104.0
1961,Blair Jones,BLAIR.JONES,8471767,1986-09-27,22.0,C,F,R,T.B,20092010,R,14.0,160.02,11.43,24.02,0.0,0.0,0.0,0.0,26.0,35.0,37.0
1962,Blake Comeau,BLAKE.COMEAU,8471260,1986-02-18,23.0,L,F,R,NYI,20092010,R,60.0,759.72,12.66,26.19,15.0,9.0,3.0,27.0,116.0,144.0,190.0
1963,Blake Wheeler,BLAKE.WHEELER,8471218,1986-08-31,23.0,R,F,R,BOS,20092010,R,82.0,1016.37,12.39,24.83,14.0,10.0,4.0,28.0,126.0,176.0,233.0
1964,Bobby Butler,BOBBY.BUTLER,8475637,1987-04-26,22.0,R,F,R,OTT,20092010,R,2.0,16.68,8.34,16.06,0.0,0.0,0.0,0.0,2.0,3.0,4.0
1965,Bobby Ryan,BOBBY.RYAN,8471676,1987-03-17,22.0,R,F,R,ANA,20092010,R,81.0,1222.53,15.09,31.39,21.0,11.0,8.0,40.0,188.0,272.0,350.0
1966,Bobby Sanguinetti,BOBBY.SANGUINETTI,8473610,1988-02-29,21.0,D,D,R,NYR,20092010,R,5.0,52.7,10.54,22.89,0.0,0.0,0.0,0.0,5.0,10.0,12.0
1967,Boris Valabik,BORIS.VALABIK,8471223,1986-02-14,23.0,D,D,L,ATL,20092010,R,23.0,257.73,11.21,23.81,0.0,0.0,2.0,2.0,22.0,27.0,42.0
1968,Boyd Gordon,BOYD.GORDON,8470159,1983-10-19,25.0,C,F,R,WSH,20092010,R,36.0,267.15,7.42,15.55,3.0,2.0,3.0,8.0,37.0,45.0,58.0
1969,Boyd Kane,BOYD.KANE,8465028,1978-04-18,31.0,L,F,L,WSH,20092010,R,3.0,24.27,8.09,17.83,0.0,0.0,0.0,0.0,2.0,3.0,3.0
1970,Brad Boyes,BRAD.BOYES,8468504,1982-04-17,27.0,R,F,R,STL,20092010,R,82.0,1088.0,13.27,28.24,10.0,9.0,10.0,29.0,145.0,211.0,262.0
1971,Brad Lukowich,BRAD.LUKOWICH,8460580,1976-08-12,33.0,D,D,L,VAN,20092010,R,13.0,128.77,9.91,20.8,1.0,0.0,1.0,2.0,1.0,4.0,9.0
1972,Brad Marchand,BRAD.MARCHAND,8473419,1988-05-11,21.0,C,F,L,BOS,20092010,R,20.0,213.88,10.69,20.92,0.0,1.0,0.0,1.0,28.0,36.0,43.0
1973,Brad May,BRAD.MAY,8457261,1971-11-29,37.0,L,F,L,DET,20092010,R,40.0,278.02,6.95,14.39,0.0,1.0,0.0,1.0,26.0,34.0,43.0
1974,Brad Richards,BRAD.RICHARDS,8467389,1980-05-02,29.0,C,F,L,DAL,20092010,R,79.0,1185.62,15.01,30.85,8.0,28.0,9.0,45.0,149.0,220.0,277.0
1975,Brad Richardson,BRAD.RICHARDSON,8470755,1985-02-04,24.0,R,F,L,L.A,20092010,R,81.0,906.98,11.2,23.09,10.0,8.0,6.0,24.0,135.0,185.0,232.0
1976,Brad Staubitz,BRAD.STAUBITZ,8471521,1984-07-28,25.0,R,F,R,S.J,20092010,R,46.0,279.5,6.08,12.7,3.0,1.0,1.0,5.0,24.0,33.0,42.0
1977,Brad Stuart,BRAD.STUART,8467331,1979-11-06,29.0,D,D,L,DET,20092010,R,82.0,1517.52,18.51,37.73,3.0,4.0,8.0,15.0,117.0,186.0,265.0
1978,Brad Winchester,BRAD.WINCHESTER,8468515,1981-03-01,28.0,L,F,L,STL,20092010,R,64.0,537.5,8.4,17.74,2.0,4.0,0.0,6.0,55.0,74.0,94.0
1979,Brandon Bochenski,BRANDON.BOCHENSKI,8469666,1982-04-04,27.0,R,F,R,T.B,20092010,R,28.0,290.85,10.39,22.12,3.0,3.0,3.0,9.0,36.0,49.0,56.0
1980,Brandon Dubinsky,BRANDON.DUBINSKY,8471273,1986-04-29,23.0,C,F,L,NYR,20092010,R,69.0,1014.78,14.71,30.8,11.0,15.0,4.0,30.0,121.0,167.0,225.0
1981,Brandon Prust,BRANDON.PRUST,8471283,1984-03-16,25.0,L/R,F,L,CGY,20092010,R,43.0,277.08,6.44,13.22,1.0,2.0,2.0,5.0,23.0,34.0,40.0
1982,Brandon Prust,BRANDON.PRUST,8471283,1984-03-16,25.0,L/R,F,L,NYR,20092010,R,26.0,230.52,8.87,18.22,4.0,4.0,1.0,9.0,20.0,27.0,35.0
1983,Brandon Segal,BRANDON.SEGAL,8469755,1983-07-12,26.0,R,F,R,DAL,20092010,R,19.0,211.65,11.14,23.21,5.0,2.0,3.0,10.0,31.0,43.0,53.0
1984,Brandon Segal,BRANDON.SEGAL,8469755,1983-07-12,26.0,R,F,R,L.A,20092010,R,25.0,166.9,6.68,13.79,1.0,0.0,1.0,2.0,24.0,35.0,44.0
1985,Brandon Sutter,BRANDON.SUTTER,8474091,1989-02-14,20.0,C,F,R,CAR,20092010,R,72.0,915.97,12.72,26.63,14.0,14.0,0.0,28.0,125.0,168.0,205.0
1986,Brandon Yip,BRANDON.YIP,8471450,1985-04-25,24.0,R,F,R,COL,20092010,R,32.0,403.93,12.62,26.24,5.0,6.0,0.0,11.0,50.0,69.0,88.0
1987,Brayden Irwin,BRAYDEN.IRWIN,8475638,1987-03-24,22.0,C,F,R,TOR,20092010,R,2.0,19.92,9.96,19.92,0.0,0.0,0.0,0.0,3.0,4.0,5.0
1988,Brayden Schenn,BRAYDEN.SCHENN,8475170,1991-08-22,18.0,C,F,L,L.A,20092010,R,1.0,12.02,12.02,27.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1989,Braydon Coburn,BRAYDON.COBURN,8470601,1985-02-27,24.0,D,D,L,PHI,20092010,R,81.0,1351.35,16.68,35.53,4.0,7.0,5.0,16.0,93.0,150.0,223.0
1990,Brendan Mikkelson,BRENDAN.MIKKELSON,8471705,1987-06-22,22.0,D,D,L,ANA,20092010,R,28.0,383.55,13.7,28.99,0.0,1.0,1.0,2.0,18.0,29.0,44.0
1991,Brendan Morrison,BRENDAN.MORRISON,8459461,1975-08-15,34.0,C,F,L,WSH,20092010,R,74.0,951.67,12.86,26.69,8.0,16.0,8.0,32.0,83.0,117.0,159.0
1992,Brendan Witt,BRENDAN.WITT,8459433,1975-02-20,34.0,D,D,L,NYI,20092010,R,41.0,524.67,12.8,26.48,2.0,2.0,1.0,5.0,22.0,29.0,51.0
1993,Brenden Morrow,BRENDEN.MORROW,8466160,1979-01-16,30.0,L,F,L,DAL,20092010,R,75.0,1046.17,13.95,28.74,7.0,8.0,7.0,22.0,95.0,131.0,175.0
1994,Brent Burns,BRENT.BURNS,8470613,1985-03-09,24.0,D,D,R,MIN,20092010,R,47.0,789.45,16.8,35.34,0.0,3.0,5.0,8.0,70.0,103.0,140.0
1995,Brent Seabrook,BRENT.SEABROOK,8470607,1985-04-20,24.0,D,D,R,CHI,20092010,R,78.0,1441.5,18.48,37.29,4.0,9.0,9.0,22.0,98.0,134.0,214.0
1996,Brent Sopel,BRENT.SOPEL,8462176,1977-01-07,32.0,D,D,R,CHI,20092010,R,73.0,900.92,12.34,24.87,1.0,3.0,4.0,8.0,47.0,75.0,103.0
1997,Brett Carson,BRETT.CARSON,8471321,1985-11-29,23.0,D,D,R,CAR,20092010,R,54.0,820.55,15.2,31.53,2.0,2.0,5.0,9.0,36.0,56.0,86.0
1998,Brett Clark,BRETT.CLARK,8465122,1976-12-23,32.0,D,D,L,COL,20092010,R,64.0,927.37,14.49,30.4,1.0,6.0,5.0,12.0,47.0,72.0,104.0
1999,Brett Festerling,BRETT.FESTERLING,8471978,1986-03-03,23.0,D,D,L,ANA,20092010,R,42.0,503.18,11.98,24.61,0.0,0.0,3.0,3.0,25.0,43.0,60.0
2000,Brett Lebda,BRETT.LEBDA,8471187,1982-01-15,27.0,D,D,L,DET,20092010,R,63.0,924.57,14.68,30.11,1.0,5.0,1.0,7.0,60.0,95.0,136.0
2001,Brett Sutter,BRETT.SUTTER,8471840,1987-06-02,22.0,L,F,L,CGY,20092010,R,10.0,81.3,8.13,16.64,0.0,0.0,0.0,0.0,6.0,8.0,11.0
2002,Brian Boyle,BRIAN.BOYLE,8470619,1984-12-18,24.0,C,F,L,NYR,20092010,R,71.0,478.45,6.74,14.11,4.0,1.0,0.0,5.0,69.0,99.0,114.0
2003,Brian Campbell,BRIAN.CAMPBELL,8466285,1979-05-23,30.0,D,D,L,CHI,20092010,R,68.0,1323.77,19.47,39.41,4.0,8.0,14.0,26.0,99.0,131.0,188.0
2004,Brian Gionta,BRIAN.GIONTA,8467407,1979-01-18,30.0,R,F,R,MTL,20092010,R,61.0,940.12,15.41,31.25,15.0,5.0,6.0,26.0,171.0,235.0,311.0
2005,Brian Lee,BRIAN.LEE,8471683,1987-03-26,22.0,D,D,R,OTT,20092010,R,23.0,336.9,14.65,30.48,2.0,0.0,1.0,3.0,21.0,32.0,57.0
2006,Brian McGrattan,BRIAN.MCGRATTAN,8467977,1981-09-02,28.0,R,F,R,CGY,20092010,R,34.0,116.8,3.44,7.22,1.0,1.0,2.0,4.0,19.0,24.0,31.0
2007,Brian Pothier,BRIAN.POTHIER,8468427,1977-04-15,32.0,D,D,L,CAR,20092010,R,20.0,340.78,17.04,34.66,1.0,0.0,1.0,2.0,15.0,22.0,40.0
