,player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
1347,Jody Shelley,JODY.SHELLEY,8462535,1976-02-07,32.0,L,F,L,S.J,20082009,R,70.0,433.17,6.19,10.16,2.0,0.0,2.0,4.0,44.0,56.0,64.0
1348,Joe Callahan,JOE.CALLAHAN,8470086,1982-12-20,25.0,D,D,R,NYI,20082009,R,18.0,269.95,15.0,24.77,0.0,0.0,2.0,2.0,6.0,12.0,28.0
1349,Joe Corvo,JOE.CORVO,8466215,1977-06-20,31.0,D,D,R,CAR,20082009,R,81.0,1970.25,24.32,40.0,14.0,6.0,18.0,38.0,213.0,305.0,444.0
1350,Joe Motzko,JOE.MOTZKO,8470564,1980-03-14,28.0,R,F,R,ATL,20082009,R,6.0,69.92,11.65,19.16,1.0,0.0,0.0,1.0,8.0,12.0,14.0
1351,Joe Pavelski,JOE.PAVELSKI,8470794,1984-07-11,24.0,C,F,R,S.J,20082009,R,80.0,1517.08,18.96,31.14,25.0,19.0,15.0,59.0,266.0,358.0,435.0
1352,Joe Sakic,JOE.SAKIC,8451101,1969-07-07,39.0,C,F,L,COL,20082009,R,15.0,271.7,18.11,30.02,2.0,4.0,6.0,12.0,46.0,59.0,79.0
1353,Joe Thornton,JOE.THORNTON,8466138,1979-07-02,29.0,C,F,L,S.J,20082009,R,82.0,1595.92,19.46,31.92,25.0,37.0,24.0,86.0,139.0,192.0,257.0
1354,Joel Lundqvist,JOEL.LUNDQVIST,8468548,1982-03-02,26.0,C,F,L,DAL,20082009,R,43.0,464.8,10.81,17.72,1.0,2.0,3.0,6.0,32.0,57.0,72.0
1355,Joel Perrault,JOEL.PERRAULT,8469584,1983-04-06,25.0,C,F,R,ARI,20082009,R,7.0,90.08,12.87,21.45,2.0,0.0,1.0,3.0,15.0,16.0,22.0
1356,Joel Rechlicz,JOEL.RECHLICZ,8474383,1987-06-14,21.0,R,F,R,NYI,20082009,R,17.0,82.7,4.86,8.06,0.0,0.0,1.0,1.0,7.0,10.0,14.0
1357,Joel Ward,JOEL.WARD,8468208,1980-12-02,27.0,R,F,R,NSH,20082009,R,79.0,1265.2,16.02,26.28,17.0,14.0,4.0,35.0,133.0,194.0,227.0
1358,Joey Crabb,JOEY.CRABB,8470156,1983-04-03,25.0,R,F,R,ATL,20082009,R,29.0,354.13,12.21,20.21,4.0,3.0,2.0,9.0,33.0,43.0,51.0
1359,Joffrey Lupul,JOFFREY.LUPUL,8470207,1983-09-23,24.0,R,F,R,PHI,20082009,R,79.0,1239.1,15.68,25.74,25.0,16.0,9.0,50.0,194.0,262.0,351.0
1360,Johan Franzen,JOHAN.FRANZEN,8471309,1979-12-23,28.0,C,F,L,DET,20082009,R,70.0,1264.38,18.06,29.71,34.0,16.0,7.0,57.0,242.0,320.0,363.0
1361,John Erskine,JOHN.ERSKINE,8467365,1980-06-26,28.0,D,D,L,WSH,20082009,R,52.0,873.3,16.79,27.57,0.0,2.0,2.0,4.0,50.0,83.0,128.0
1362,John Madden,JOHN.MADDEN,8466371,1973-05-04,35.0,C,F,L,N.J,20082009,R,76.0,1247.68,16.42,26.99,7.0,9.0,7.0,23.0,132.0,167.0,210.0
1363,John Mitchell,JOHN.MITCHELL,8470750,1985-01-22,23.0,C,F,L,TOR,20082009,R,76.0,1049.05,13.8,22.6,12.0,14.0,3.0,29.0,98.0,138.0,184.0
1364,John Negrin,JOHN.NEGRIN,8474076,1989-03-25,19.0,D,D,L,CGY,20082009,R,3.0,29.97,9.99,16.65,0.0,0.0,1.0,1.0,3.0,5.0,8.0
1365,John Scott,JOHN.SCOTT,8473722,1982-09-26,25.0,D,D,L,MIN,20082009,R,20.0,184.73,9.24,15.14,0.0,1.0,0.0,1.0,6.0,9.0,14.0
1366,John Zeiler,JOHN.ZEILER,8470113,1982-11-21,25.0,R,F,R,L.A,20082009,R,27.0,176.93,6.55,10.7,0.0,1.0,0.0,1.0,3.0,9.0,9.0
1367,John-Michael Liles,JOHN-MICHAEL.LILES,8468639,1980-11-25,27.0,D,D,L,COL,20082009,R,75.0,1615.22,21.54,35.36,12.0,11.0,16.0,39.0,146.0,219.0,315.0
1368,Johnny Boychuk,JOHNNY.BOYCHUK,8470187,1984-01-19,24.0,D,D,R,BOS,20082009,R,1.0,14.8,14.8,24.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1369,Johnny Oduya,JOHNNY.ODUYA,8469665,1981-10-01,26.0,D,D,L,N.J,20082009,R,82.0,1711.7,20.87,34.29,7.0,9.0,13.0,29.0,108.0,161.0,240.0
1370,Jon Kalinski,JON.KALINSKI,8474177,1987-05-25,21.0,L,F,L,PHI,20082009,R,12.0,91.33,7.61,12.33,1.0,0.0,2.0,3.0,7.0,8.0,11.0
1371,Jon Sim,JON.SIM,8465024,1977-09-29,30.0,L,F,L,NYI,20082009,R,49.0,596.32,12.17,19.98,9.0,4.0,2.0,15.0,90.0,118.0,149.0
1372,Jonas Frogren,JONAS.FROGREN,8467531,1980-08-28,28.0,D,D,L,TOR,20082009,R,41.0,550.93,13.44,21.91,1.0,0.0,6.0,7.0,12.0,18.0,31.0
1373,Jonas Junland,JONAS.JUNLAND,8473510,1987-11-15,20.0,D,D,L,STL,20082009,R,1.0,12.47,12.47,20.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,Jonathan Cheechoo,JONATHAN.CHEECHOO,8467357,1980-07-15,28.0,R,F,R,S.J,20082009,R,66.0,1010.92,15.32,25.1,12.0,13.0,4.0,29.0,152.0,234.0,284.0
1375,Jonathan Ericsson,JONATHAN.ERICSSON,8470318,1984-03-02,24.0,D,D,L,DET,20082009,R,19.0,335.8,17.67,29.11,1.0,1.0,2.0,4.0,25.0,31.0,46.0
1376,Jonathan Toews,JONATHAN.TOEWS,8473604,1988-04-29,20.0,C,F,L,CHI,20082009,R,82.0,1527.32,18.63,30.57,34.0,20.0,15.0,69.0,195.0,240.0,284.0
1377,Joni Pitkanen,JONI.PITKANEN,8470137,1983-09-19,24.0,D,D,L,CAR,20082009,R,71.0,1760.87,24.8,40.77,7.0,17.0,9.0,33.0,147.0,227.0,321.0
1378,Jordan Hendry,JORDAN.HENDRY,8472370,1984-02-23,24.0,D,D,L,CHI,20082009,R,9.0,90.9,10.1,16.38,0.0,0.0,0.0,0.0,1.0,3.0,10.0
1379,Jordan Lavallee-Smotherman,JORDAN.LAVALLEE-SMOTHERMAN,8471778,1986-05-11,22.0,L,F,L,ATL,20082009,R,2.0,13.32,6.66,10.65,0.0,0.0,0.0,0.0,1.0,2.0,2.0
1380,Jordan Leopold,JORDAN.LEOPOLD,8467917,1980-08-03,28.0,D,D,L,CGY,20082009,R,19.0,398.38,20.97,34.79,1.0,2.0,1.0,4.0,25.0,39.0,48.0
1381,Jordan Leopold,JORDAN.LEOPOLD,8467917,1980-08-03,28.0,D,D,L,COL,20082009,R,64.0,1162.63,18.17,29.9,6.0,8.0,6.0,20.0,82.0,112.0,169.0
1382,Jordan Staal,JORDAN.STAAL,8473533,1988-09-10,20.0,C,F,L,PIT,20082009,R,82.0,1627.4,19.85,32.48,22.0,18.0,9.0,49.0,166.0,238.0,300.0
1383,Jordin Tootoo,JORDIN.TOOTOO,8469547,1983-02-02,25.0,R,F,R,NSH,20082009,R,72.0,870.33,12.09,19.84,4.0,5.0,7.0,16.0,138.0,191.0,246.0
1384,Josef Melichar,JOSEF.MELICHAR,8466203,1979-01-20,29.0,D,D,L,CAR,20082009,R,15.0,129.88,8.66,14.32,0.0,1.0,3.0,4.0,3.0,8.0,18.0
1385,Josef Melichar,JOSEF.MELICHAR,8466203,1979-01-20,29.0,D,D,L,T.B,20082009,R,24.0,407.33,16.97,27.82,0.0,4.0,1.0,5.0,16.0,17.0,31.0
1386,Josh Bailey,JOSH.BAILEY,8474573,1989-10-02,18.0,C,F,L,NYI,20082009,R,68.0,1052.77,15.48,25.53,7.0,13.0,5.0,25.0,74.0,108.0,131.0
1387,Josh Gorges,JOSH.GORGES,8470324,1984-08-14,24.0,D,D,L,MTL,20082009,R,81.0,1630.47,20.13,32.96,4.0,8.0,11.0,23.0,63.0,109.0,166.0
1388,Josh Gratton,JOSH.GRATTON,8469844,1982-09-09,26.0,L,F,L,PHI,20082009,R,19.0,118.52,6.24,10.17,1.0,2.0,0.0,3.0,14.0,19.0,22.0
1389,Josh Hennessy,JOSH.HENNESSY,8470636,1985-02-07,23.0,C,F,L,OTT,20082009,R,1.0,13.67,13.67,22.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,Jussi Jokinen,JUSSI.JOKINEN,8469638,1983-04-01,25.0,L,F,L,CAR,20082009,R,25.0,367.93,14.72,24.24,1.0,8.0,2.0,11.0,37.0,43.0,55.0
1391,Jussi Jokinen,JUSSI.JOKINEN,8469638,1983-04-01,25.0,L,F,L,T.B,20082009,R,46.0,719.28,15.64,25.56,6.0,5.0,5.0,16.0,64.0,88.0,110.0
1392,Justin Abdelkader,JUSTIN.ABDELKADER,8471716,1987-02-25,21.0,L,F,L,DET,20082009,R,2.0,18.58,9.29,14.87,0.0,0.0,0.0,0.0,2.0,6.0,7.0
1393,Justin Williams,JUSTIN.WILLIAMS,8468508,1981-10-04,26.0,R,F,R,CAR,20082009,R,32.0,484.43,15.14,24.91,3.0,3.0,4.0,10.0,80.0,113.0,132.0
1394,Justin Williams,JUSTIN.WILLIAMS,8468508,1981-10-04,26.0,R,F,R,L.A,20082009,R,12.0,214.18,17.85,29.39,1.0,2.0,1.0,4.0,28.0,41.0,52.0
1395,Kamil Kreps,KAMIL.KREPS,8470631,1984-11-18,23.0,C,F,R,FLA,20082009,R,66.0,922.28,13.97,22.95,4.0,9.0,6.0,19.0,77.0,107.0,135.0
1396,Karl Alzner,KARL.ALZNER,8473991,1988-09-24,19.0,D,D,L,WSH,20082009,R,30.0,582.55,19.42,32.02,1.0,2.0,2.0,5.0,31.0,40.0,65.0
1397,Karlis Skrastins,KARLIS.SKRASTINS,8467519,1974-07-09,34.0,D,D,L,FLA,20082009,R,80.0,1644.88,20.56,33.75,4.0,4.0,10.0,18.0,55.0,96.0,151.0
1398,Keith Aucoin,KEITH.AUCOIN,8469779,1978-11-06,29.0,C,F,L,WSH,20082009,R,12.0,123.82,10.32,17.03,2.0,0.0,4.0,6.0,15.0,17.0,22.0
1399,Keith Ballard,KEITH.BALLARD,8470054,1982-11-26,25.0,D,D,L,FLA,20082009,R,82.0,1835.3,22.38,36.72,6.0,17.0,11.0,34.0,106.0,160.0,235.0
1400,Keith Tkachuk,KEITH.TKACHUK,8458229,1972-03-28,36.0,C,F,L,STL,20082009,R,79.0,1339.68,16.96,27.83,25.0,16.0,8.0,49.0,185.0,254.0,295.0
1401,Keith Yandle,KEITH.YANDLE,8471735,1986-09-09,22.0,D,D,L,ARI,20082009,R,68.0,1131.93,16.65,27.51,4.0,17.0,8.0,29.0,118.0,163.0,239.0
1402,Ken Klee,KEN.KLEE,8456850,1971-04-24,37.0,D,D,R,ANA,20082009,R,3.0,50.87,16.96,28.26,0.0,0.0,0.0,0.0,4.0,5.0,5.0
1403,Ken Klee,KEN.KLEE,8456850,1971-04-24,37.0,D,D,R,ARI,20082009,R,67.0,1028.28,15.35,25.32,1.0,2.0,8.0,11.0,46.0,59.0,104.0
1404,Kenndal McArdle,KENNDAL.MCARDLE,8471694,1987-01-04,21.0,L,F,L,FLA,20082009,R,3.0,22.5,7.5,12.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1405,Kent Huskins,KENT.HUSKINS,8467478,1979-05-04,29.0,D,D,L,ANA,20082009,R,33.0,620.02,18.79,30.91,2.0,2.0,2.0,6.0,20.0,29.0,49.0
1406,Kevin Bieksa,KEVIN.BIEKSA,8469598,1981-06-16,27.0,D,D,R,VAN,20082009,R,71.0,1667.92,23.49,38.59,11.0,16.0,16.0,43.0,150.0,227.0,340.0
1407,Kevin Klein,KEVIN.KLEIN,8470630,1984-12-13,23.0,D,D,R,NSH,20082009,R,63.0,797.87,12.66,20.78,4.0,3.0,5.0,12.0,41.0,63.0,97.0
1408,Kevin Porter,KEVIN.PORTER,8471331,1986-03-12,22.0,C,F,L,ARI,20082009,R,34.0,463.47,13.63,22.59,5.0,1.0,4.0,10.0,39.0,48.0,61.0
1409,Kevin Quick,KEVIN.QUICK,8473433,1988-03-29,20.0,D,D,L,T.B,20082009,R,6.0,80.33,13.39,22.31,0.0,0.0,1.0,1.0,7.0,8.0,12.0
1410,Kevin Westgarth,KEVIN.WESTGARTH,8473908,1984-02-07,24.0,R,F,R,L.A,20082009,R,9.0,45.35,5.04,8.25,0.0,0.0,0.0,0.0,1.0,1.0,3.0
1411,Kim Johnsson,KIM.JOHNSSON,8460770,1976-03-16,32.0,D,D,L,MIN,20082009,R,81.0,1987.3,24.53,40.34,2.0,13.0,9.0,24.0,93.0,146.0,210.0
1412,Kimmo Timonen,KIMMO.TIMONEN,8459670,1975-03-18,33.0,D,D,L,PHI,20082009,R,77.0,1888.23,24.52,40.16,3.0,21.0,19.0,43.0,104.0,156.0,243.0
1413,Kirk Maltby,KIRK.MALTBY,8459001,1972-12-22,35.0,L,F,R,DET,20082009,R,77.0,706.2,9.17,15.1,5.0,4.0,2.0,11.0,56.0,76.0,107.0
1414,Kris Chucko,KRIS.CHUCKO,8471237,1986-03-13,22.0,R,F,R,CGY,20082009,R,2.0,14.05,7.03,11.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,Kris Draper,KRIS.DRAPER,8446485,1971-05-24,37.0,C,F,L,DET,20082009,R,78.0,934.12,11.98,19.68,7.0,5.0,4.0,16.0,92.0,115.0,138.0
1416,Kris Letang,KRIS.LETANG,8471724,1987-04-24,21.0,D,D,R,PIT,20082009,R,74.0,1564.8,21.15,34.54,10.0,5.0,18.0,33.0,138.0,196.0,276.0
1417,Kris Newbury,KRIS.NEWBURY,8470232,1982-02-19,26.0,C,F,L,TOR,20082009,R,1.0,4.92,4.92,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,Kris Russell,KRIS.RUSSELL,8471729,1987-05-02,21.0,D,D,L,CBJ,20082009,R,66.0,1063.93,16.12,26.39,2.0,11.0,8.0,21.0,86.0,117.0,162.0
1419,Kris Versteeg,KRIS.VERSTEEG,8471346,1986-05-13,22.0,R,F,R,CHI,20082009,R,78.0,1328.72,17.03,27.94,22.0,15.0,16.0,53.0,139.0,183.0,224.0
1420,Kristian Huselius,KRISTIAN.HUSELIUS,8466181,1978-11-10,29.0,L,F,L,CBJ,20082009,R,74.0,1444.38,19.52,31.98,21.0,20.0,15.0,56.0,212.0,278.0,349.0
1421,Krys Barch,KRYS.BARCH,8467428,1980-03-26,28.0,R,F,L,DAL,20082009,R,72.0,464.77,6.46,10.58,4.0,2.0,3.0,9.0,27.0,35.0,41.0
1422,Krys Kolanos,KRYS.KOLANOS,8468499,1981-07-27,27.0,C,F,R,MIN,20082009,R,21.0,222.63,10.6,17.52,3.0,1.0,2.0,6.0,30.0,40.0,48.0
1423,Kurt Sauer,KURT.SAUER,8468568,1981-01-16,27.0,D,D,L,ARI,20082009,R,67.0,1384.32,20.66,34.08,1.0,2.0,3.0,6.0,33.0,66.0,92.0
1424,Kurtis Foster,KURTIS.FOSTER,8468520,1981-11-24,26.0,D,D,R,MIN,20082009,R,10.0,135.87,13.59,22.46,1.0,1.0,4.0,6.0,10.0,18.0,31.0
1425,Kurtis McLean,KURTIS.MCLEAN,8472008,1980-11-02,27.0,R,F,R,NYI,20082009,R,4.0,42.25,10.56,17.42,1.0,0.0,0.0,1.0,5.0,7.0,9.0
1426,Kyle Brodziak,KYLE.BRODZIAK,8470803,1984-05-25,24.0,C,F,R,EDM,20082009,R,79.0,1005.13,12.72,20.94,11.0,10.0,6.0,27.0,99.0,137.0,168.0
1427,Kyle Calder,KYLE.CALDER,8466260,1979-01-05,29.0,L,F,L,L.A,20082009,R,74.0,974.32,13.17,21.56,8.0,12.0,7.0,27.0,93.0,133.0,161.0
1428,Kyle Chipchura,KYLE.CHIPCHURA,8471231,1986-02-19,22.0,C,F,L,MTL,20082009,R,13.0,133.92,10.3,16.95,0.0,1.0,2.0,3.0,5.0,8.0,12.0
1429,Kyle Cumiskey,KYLE.CUMISKEY,8471879,1986-12-02,21.0,D,D,L,COL,20082009,R,6.0,51.23,8.54,14.23,0.0,0.0,0.0,0.0,2.0,2.0,4.0
1430,Kyle Greentree,KYLE.GREENTREE,8473904,1983-11-15,24.0,L,F,L,CGY,20082009,R,2.0,18.58,9.29,14.87,0.0,0.0,0.0,0.0,3.0,4.0,5.0
1431,Kyle Okposo,KYLE.OKPOSO,8473449,1988-04-16,20.0,R,F,R,NYI,20082009,R,65.0,1170.65,18.01,29.66,18.0,13.0,8.0,39.0,165.0,224.0,314.0
1432,Kyle Quincey,KYLE.QUINCEY,8470724,1985-08-12,23.0,D,D,L,L.A,20082009,R,72.0,1510.78,20.98,34.32,4.0,22.0,12.0,38.0,150.0,234.0,360.0
1433,Kyle Turris,KYLE.TURRIS,8474068,1989-08-14,19.0,C,F,R,ARI,20082009,R,62.0,797.7,12.87,21.29,8.0,8.0,4.0,20.0,89.0,111.0,141.0
1434,Kyle Wellwood,KYLE.WELLWOOD,8469581,1983-05-16,25.0,C,F,R,VAN,20082009,R,73.0,1005.27,13.77,22.61,18.0,6.0,3.0,27.0,93.0,128.0,152.0
1435,Ladislav Smid,LADISLAV.SMID,8471222,1986-02-01,22.0,D,D,L,EDM,20082009,R,60.0,897.27,14.95,24.55,0.0,5.0,6.0,11.0,33.0,47.0,67.0
1436,Landon Wilson,LANDON.WILSON,8459441,1975-03-13,33.0,R,F,R,DAL,20082009,R,27.0,249.22,9.23,15.08,2.0,5.0,1.0,8.0,34.0,50.0,64.0
1437,Lasse Kukkonen,LASSE.KUKKONEN,8470743,1981-09-18,26.0,D,D,L,PHI,20082009,R,22.0,235.75,10.72,17.42,0.0,1.0,1.0,2.0,10.0,11.0,15.0
1438,Lauri Korpikoski,LAURI.KORPIKOSKI,8471232,1986-07-28,22.0,L,F,L,NYR,20082009,R,68.0,742.15,10.91,17.84,6.0,7.0,1.0,14.0,63.0,84.0,106.0
1439,Lawrence Nycholat,LAWRENCE.NYCHOLAT,8468184,1979-05-07,29.0,D,D,L,COL,20082009,R,5.0,52.73,10.55,17.25,0.0,0.0,0.0,0.0,1.0,3.0,6.0
1440,Lawrence Nycholat,LAWRENCE.NYCHOLAT,8468184,1979-05-07,29.0,D,D,L,VAN,20082009,R,14.0,136.05,9.72,16.0,0.0,1.0,0.0,1.0,8.0,12.0,18.0
1441,Lee Stempniak,LEE.STEMPNIAK,8470740,1983-02-04,25.0,R,F,R,STL,20082009,R,14.0,272.6,19.47,31.89,3.0,7.0,3.0,13.0,43.0,53.0,81.0
1442,Lee Stempniak,LEE.STEMPNIAK,8470740,1983-02-04,25.0,R,F,R,TOR,20082009,R,61.0,967.87,15.87,26.0,11.0,8.0,12.0,31.0,128.0,178.0,254.0
1443,Liam Reddox,LIAM.REDDOX,8471324,1986-01-27,22.0,L,F,L,EDM,20082009,R,46.0,481.65,10.47,17.16,5.0,6.0,1.0,12.0,39.0,54.0,66.0
1444,Loui Eriksson,LOUI.ERIKSSON,8470626,1985-07-17,23.0,L,F,L,DAL,20082009,R,82.0,1624.67,19.81,32.46,36.0,12.0,15.0,63.0,178.0,238.0,282.0
1445,Lubomir Visnovsky,LUBOMIR.VISNOVSKY,8468598,1976-08-11,32.0,D,D,L,EDM,20082009,R,50.0,1150.77,23.02,38.03,8.0,8.0,15.0,31.0,86.0,140.0,200.0
1446,Luca Caputi,LUCA.CAPUTI,8473997,1988-10-01,19.0,L,F,L,PIT,20082009,R,5.0,51.35,10.27,16.58,1.0,0.0,0.0,1.0,7.0,9.0,13.0
1447,Luca Sbisa,LUCA.SBISA,8474579,1990-01-30,18.0,D,D,L,PHI,20082009,R,39.0,681.57,17.48,28.42,0.0,3.0,4.0,7.0,38.0,57.0,96.0
1448,Lukas Kaspar,LUKAS.KASPAR,8471235,1985-09-23,22.0,L,F,R,S.J,20082009,R,13.0,118.78,9.14,15.05,2.0,2.0,0.0,4.0,14.0,19.0,24.0
1449,Lukas Krajicek,LUKAS.KRAJICEK,8469477,1983-03-11,25.0,D,D,L,T.B,20082009,R,71.0,1392.83,19.62,32.03,2.0,8.0,9.0,19.0,66.0,89.0,136.0
1450,Luke Richardson,LUKE.RICHARDSON,8450824,1969-03-26,39.0,D,D,L,OTT,20082009,R,2.0,25.5,12.75,21.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1451,Luke Schenn,LUKE.SCHENN,8474568,1989-11-02,18.0,D,D,R,TOR,20082009,R,69.0,1489.5,21.59,35.29,2.0,7.0,5.0,14.0,100.0,138.0,225.0
1452,Maksim Mayorov,MAKSIM.MAYOROV,8474195,1989-03-26,19.0,R,F,L,CBJ,20082009,R,3.0,17.2,5.73,9.56,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1453,Manny Malhotra,MANNY.MALHOTRA,8467334,1980-05-18,28.0,C,F,L,CBJ,20082009,R,77.0,1386.65,18.01,29.47,11.0,12.0,12.0,35.0,116.0,162.0,204.0
1454,Marc Methot,MARC.METHOT,8470760,1985-06-21,23.0,D,D,L,CBJ,20082009,R,66.0,1184.9,17.95,29.34,4.0,3.0,10.0,17.0,58.0,89.0,119.0
1455,Marc Savard,MARC.SAVARD,8462118,1977-07-17,31.0,C,F,L,BOS,20082009,R,81.0,1583.73,19.55,32.14,25.0,36.0,25.0,86.0,212.0,270.0,346.0
1456,Marc Staal,MARC.STAAL,8471686,1987-01-13,21.0,D,D,L,NYR,20082009,R,82.0,1732.68,21.13,34.58,3.0,6.0,6.0,15.0,96.0,139.0,214.0
1457,Marc-Andre Bergeron,MARC-ANDRE.BERGERON,8469765,1980-10-13,27.0,D,D,L,MIN,20082009,R,72.0,1215.88,16.89,27.76,14.0,8.0,10.0,32.0,140.0,200.0,307.0
1458,Marc-Andre Gragnani,MARC-ANDRE.GRAGNANI,8471752,1987-03-11,21.0,D,D,L,BUF,20082009,R,4.0,61.55,15.39,25.65,0.0,0.0,0.0,0.0,3.0,5.0,7.0
1459,Marc-Antoine Pouliot,MARC-ANTOINE.POULIOT,8470615,1985-05-22,23.0,C,F,R,EDM,20082009,R,63.0,724.83,11.51,18.95,8.0,6.0,6.0,20.0,94.0,127.0,157.0
1460,Marc-Edouard Vlasic,MARC-EDOUARD.VLASIC,8471709,1987-03-30,21.0,D,D,L,S.J,20082009,R,82.0,1960.2,23.9,39.21,6.0,10.0,20.0,36.0,104.0,154.0,256.0
1461,Marcel Goc,MARCEL.GOC,8469473,1983-08-24,25.0,C,F,L,S.J,20082009,R,55.0,765.42,13.92,22.84,2.0,5.0,4.0,11.0,104.0,142.0,174.0
1462,Marco Sturm,MARCO.STURM,8464979,1978-09-08,30.0,L,F,L,BOS,20082009,R,18.0,290.18,16.12,26.18,7.0,5.0,1.0,13.0,44.0,58.0,64.0
1463,Marek Malik,MAREK.MALIK,8459493,1975-06-24,33.0,D,D,L,T.B,20082009,R,42.0,804.88,19.16,31.48,0.0,4.0,1.0,5.0,22.0,30.0,55.0
1464,Marek Svatos,MAREK.SVATOS,8469670,1982-06-17,26.0,R,F,R,COL,20082009,R,69.0,904.27,13.11,21.54,14.0,13.0,7.0,34.0,140.0,181.0,235.0
1465,Marek Zidlicky,MAREK.ZIDLICKY,8469623,1977-02-03,31.0,D,D,R,MIN,20082009,R,76.0,1680.3,22.11,36.39,12.0,13.0,17.0,42.0,147.0,210.0,319.0
1466,Marian Gaborik,MARIAN.GABORIK,8468483,1982-02-14,26.0,R,F,L,MIN,20082009,R,17.0,339.88,19.99,33.07,13.0,7.0,3.0,23.0,68.0,77.0,100.0
1467,Marian Hossa,MARIAN.HOSSA,8466148,1979-01-12,29.0,R,F,L,DET,20082009,R,73.0,1298.55,17.79,29.25,40.0,18.0,13.0,71.0,302.0,406.0,498.0
1468,Mark Eaton,MARK.EATON,8467580,1977-05-06,31.0,D,D,L,PIT,20082009,R,68.0,1208.25,17.77,29.07,4.0,3.0,2.0,9.0,34.0,58.0,85.0
1469,Mark Fistric,MARK.FISTRIC,8471241,1986-06-01,22.0,D,D,L,DAL,20082009,R,36.0,573.32,15.93,26.17,0.0,3.0,1.0,4.0,35.0,47.0,60.0
1470,Mark Giordano,MARK.GIORDANO,8470966,1983-10-03,24.0,D,D,L,CGY,20082009,R,57.0,919.4,16.13,26.65,2.0,6.0,11.0,19.0,82.0,117.0,177.0
1471,Mark Mancari,MARK.MANCARI,8471419,1985-07-11,23.0,R,F,R,BUF,20082009,R,7.0,92.83,13.26,22.1,1.0,0.0,1.0,2.0,21.0,29.0,32.0
1472,Mark Parrish,MARK.PARRISH,8465026,1977-02-02,31.0,R,F,R,DAL,20082009,R,44.0,495.92,11.27,18.36,8.0,3.0,2.0,13.0,46.0,78.0,93.0
1473,Mark Recchi,MARK.RECCHI,8450725,1968-02-01,40.0,R,F,L,BOS,20082009,R,18.0,294.73,16.37,27.11,10.0,3.0,3.0,16.0,32.0,42.0,43.0
1474,Mark Recchi,MARK.RECCHI,8450725,1968-02-01,40.0,R,F,L,T.B,20082009,R,62.0,1047.17,16.89,27.67,13.0,19.0,13.0,45.0,97.0,127.0,164.0
1475,Mark Streit,MARK.STREIT,8468309,1977-12-11,30.0,D,D,L,NYI,20082009,R,74.0,1866.03,25.22,41.55,16.0,22.0,18.0,56.0,150.0,223.0,328.0
1476,Mark Stuart,MARK.STUART,8470614,1984-04-27,24.0,D,D,L,BOS,20082009,R,81.0,1247.15,15.4,25.31,5.0,4.0,8.0,17.0,61.0,93.0,164.0
1477,Markus Naslund,MARKUS.NASLUND,8458530,1973-07-30,35.0,L,F,L,NYR,20082009,R,82.0,1408.65,17.18,28.11,24.0,7.0,15.0,46.0,215.0,295.0,376.0
1478,Martin Erat,MARTIN.ERAT,8468064,1981-08-29,27.0,R,F,L,NSH,20082009,R,71.0,1317.67,18.56,30.51,17.0,13.0,20.0,50.0,149.0,204.0,254.0
1479,Martin Hanzal,MARTIN.HANZAL,8471691,1987-02-20,21.0,C,F,L,ARI,20082009,R,73.0,1200.13,16.44,27.14,11.0,10.0,9.0,30.0,96.0,135.0,175.0
1480,Martin Havlat,MARTIN.HAVLAT,8467899,1981-04-19,27.0,R,F,L,CHI,20082009,R,81.0,1410.23,17.41,28.6,29.0,33.0,15.0,77.0,249.0,291.0,352.0
1481,Martin Skoula,MARTIN.SKOULA,8467343,1979-10-28,28.0,D,D,L,MIN,20082009,R,81.0,1617.35,19.97,32.83,4.0,3.0,9.0,16.0,55.0,80.0,108.0
1482,Martin St  Louis,MARTIN.ST. LOUIS,8466378,1975-06-18,33.0,R,F,L,T.B,20082009,R,82.0,1745.45,21.29,34.85,30.0,27.0,23.0,80.0,262.0,384.0,453.0
1483,Martin St  Pierre,MARTIN.ST. PIERRE,8470366,1983-08-11,25.0,C,F,L,BOS,20082009,R,14.0,159.6,11.4,18.78,2.0,2.0,0.0,4.0,15.0,22.0,26.0
1484,Martins Karsums,MARTINS.KARSUMS,8471277,1986-02-26,22.0,R,F,R,BOS,20082009,R,6.0,58.47,9.74,16.02,0.0,1.0,0.0,1.0,6.0,6.0,6.0
1485,Martins Karsums,MARTINS.KARSUMS,8471277,1986-02-26,22.0,R,F,R,T.B,20082009,R,18.0,210.12,11.67,19.03,1.0,4.0,0.0,5.0,22.0,25.0,31.0
1486,Marty Reasoner,MARTY.REASONER,8464967,1977-02-26,31.0,C,F,L,ATL,20082009,R,79.0,1209.27,15.31,25.19,14.0,9.0,7.0,30.0,131.0,178.0,221.0
